iter	Logloss
118	0.6200261562
119	0.619832274
120	0.6196897924
121	0.6194658148
122	0.6194036374
123	0.6192764021
124	0.6190718922
125	0.6189248416
126	0.6187530095
127	0.6184120768
128	0.6183466713
129	0.6182733199
130	0.6178856548
131	0.6177853366
132	0.6176755329
133	0.6174308957
134	0.617108785
135	0.616837479
136	0.6165574821
137	0.6164925236
138	0.6164224002
139	0.616350638
140	0.6162805643
141	0.6160628441
142	0.6159606884
143	0.6158693095
144	0.6156764702
145	0.6154379911
146	0.6151012796
147	0.6150240048
148	0.6149294475
149	0.6148737759
150	0.6145768441
151	0.6145256918
152	0.6143242112
153	0.6140447109
154	0.613984371
155	0.613800024
156	0.6136654387
157	0.6135773376
158	0.6132411724
159	0.6131607689
160	0.6130340303
161	0.6129539744
162	0.6129077883
163	0.612625507
164	0.6124520857
165	0.6123427786
166	0.6120621361
167	0.6117603373
168	0.6116366282
169	0.6113798236
170	0.6112776679
171	0.6111770518
172	0.6110277168
173	0.6108988427
174	0.6108045834
175	0.6107633139
176	0.6107370921
177	0.6106531626
178	0.6105995768
179	0.6104617138
180	0.6103271286
181	0.6102343591
182	0.6102060515
183	0.6100753896
184	0.6099923043
185	0.6099340006
186	0.6096769974
187	0.6094507352
188	0.6093991856
189	0.6093578665
190	0.6090287037
191	0.6089423904
192	0.6088337786
193	0.6087739353
194	0.6087456774
195	0.6086349301
196	0.6084700508
197	0.6084355354
198	0.6082856044
199	0.6082304791
200	0.6081711324
201	0.608105727
202	0.6080170299
203	0.6079759093
204	0.6078228
205	0.607779246
206	0.6076942736
207	0.6075718556
208	0.6075069964
209	0.607476603
210	0.6073026851
211	0.6072054957
212	0.6069872292
213	0.6069139771
214	0.6068774752
215	0.6068544318
216	0.6065951441
217	0.6065554638
218	0.606348868
219	0.6062263507
220	0.6061653652
221	0.6059888649
222	0.6059187415
223	0.6058575574
224	0.6056453
225	0.605558639
226	0.6053887934
227	0.6053509507
228	0.6053032747
229	0.6050651432
230	0.6050272508
231	0.6049803694
232	0.6048774192
233	0.6048579515
234	0.6047600668
235	0.604686169
236	0.6045210414
237	0.6043225902
238	0.604262747
239	0.6042337938
240	0.604191233
241	0.6041351145
242	0.6040734337
243	0.6039721719
244	0.6039219135
245	0.6038195592
246	0.6037526639
247	0.603649217
248	0.6036221013
249	0.6035403569
250	0.6034756964
251	0.6034169954
252	0.603331278
253	0.6031452424
254	0.6030632
255	0.6029226553
256	0.6028601799
257	0.6027492837
258	0.602584305
259	0.6025619072
260	0.6024211638
261	0.6023253153
262	0.6023022719
263	0.6022522122
264	0.6020996491
265	0.6020747186
266	0.6020403521
267	0.6020230199
268	0.6019937688
269	0.6019089949
270	0.6018797934
271	0.6017997375
272	0.6017362689
273	0.601704187
274	0.6015813717
275	0.6014893969
276	0.6013126979
277	0.6012495272
278	0.6011752322
279	0.6009996257
280	0.6008860974
281	0.6008171162
282	0.6006679302
283	0.6006485619
284	0.6005386588
285	0.6005054843
286	0.6003861454
287	0.6003593277
288	0.6003118008
289	0.6002110853
290	0.6001355984
291	0.6001136476
292	0.5999999702
293	0.5998397095
294	0.5997791213
295	0.599413407
296	0.5992504148
297	0.5992281163
298	0.5992026395
299	0.5991017254
300	0.5990379091
301	0.5989944545
302	0.5989004931
303	0.5987309455
304	0.5986432416
305	0.5985960623
306	0.5985130267
307	0.5984604341
308	0.598411318
309	0.598324061
310	0.5982197699
311	0.5981068871
312	0.5980322444
313	0.5978586742
314	0.5978299196
315	0.597644331
316	0.5975170958
317	0.5974738895
318	0.5972959489
319	0.5972199653
320	0.5971407537
321	0.5969668358
322	0.5969178686
323	0.5968230133
324	0.5966962748
325	0.5966331041
326	0.596555432
327	0.5965354677
328	0.5963818121
329	0.5963310571
330	0.5963052326
331	0.5961899164
332	0.596147306
333	0.5961114
334	0.5960417236
335	0.5959142401
336	0.5957965897
337	0.5957222947
338	0.5956735262
339	0.5956694539
340	0.5955763864
341	0.5955465889
342	0.5954976218
343	0.5954100669
344	0.5952874999
345	0.5952128573
346	0.5951790868
347	0.595156391
348	0.5951053877
349	0.5949894755
350	0.5949189548
351	0.5948638295
352	0.5948055755
353	0.5946273369
354	0.5945740988
355	0.5944801871
356	0.5943250912
357	0.5942791534
358	0.594213301
359	0.5940799077
360	0.5940537356
361	0.594001143
362	0.5939344464
363	0.5939122472
364	0.5938086514
365	0.5936788834
366	0.593647298
367	0.5936091573
368	0.5935778699
369	0.5934782967
370	0.5934497905
371	0.5933014984
372	0.5932635066
373	0.5931781865
374	0.5931163071
375	0.5930872049
376	0.5930548746
377	0.5930130092
378	0.5928877605
379	0.5927466198
380	0.5926840947
381	0.5926370644
382	0.5925143485
383	0.5924386132
384	0.592406581
385	0.5923584084
386	0.5922669798
387	0.5922431418
388	0.592225164
389	0.5920504515
390	0.5920188662
391	0.5918918296
392	0.5918654588
393	0.5916607999
394	0.5915393255
395	0.5915163815
396	0.5913247837
397	0.5911822525
398	0.591069618
399	0.5910033683
400	0.5908612344
401	0.59082657
402	0.5907714446
403	0.5906857769
404	0.5906461463
405	0.5906299563
406	0.5905519366
407	0.5904275818
408	0.5902051933
409	0.5901648178
410	0.5901368578
411	0.5899688994
412	0.5899452104
413	0.5897439285
414	0.5897190972
415	0.5896953586
416	0.589619375
417	0.5895547145
418	0.5895242714
419	0.5894376601
420	0.589285842
421	0.5892530648
422	0.5892315609
423	0.5891860205
424	0.5891074545
425	0.5890795442
426	0.5890525774
427	0.5890146353
428	0.5889234551
429	0.5887552483
430	0.5885957325
431	0.5885120016
432	0.5884168484
433	0.5882584251
434	0.588236375
435	0.5882116928
436	0.5881200655
437	0.5880450256
438	0.5879142643
439	0.5878030204
440	0.5877099033
441	0.5876647105
442	0.5876036753
443	0.5875222289
444	0.5873552637
445	0.5873176196
446	0.5872792305
447	0.5872485888
448	0.5872057798
449	0.5871810975
450	0.5870915561
451	0.5870598715
452	0.586986222
453	0.5869603976
454	0.5869022428
455	0.5868267559
456	0.5865906606
457	0.5863753242
458	0.586346371
459	0.5863170701
460	0.5862410369
461	0.5861132058
462	0.5860624507
463	0.5860214295
464	0.5859939165
465	0.5859534416
466	0.5858542161
467	0.5858243689
468	0.5857888106
469	0.5857485344
470	0.5857119331
471	0.5856845691
472	0.5856533314
473	0.5856154886
474	0.5855745668
475	0.5853976691
476	0.5853716957
477	0.5853285886
478	0.5852490791
479	0.5852114349
480	0.585179353
481	0.5851546707
482	0.5850761544
483	0.5850514225
484	0.5850283791
485	0.5849915296
486	0.5849638179
487	0.5849240383
488	0.5848788455
489	0.5848542129
490	0.5848240181
491	0.5847482332
492	0.5847046296
493	0.5846581455
494	0.5846349532
495	0.584578338
496	0.5844141539
497	0.5841671328
498	0.5840954202
499	0.5839932646
500	0.5839694763
501	0.5838463134
502	0.5838191977
503	0.5837784745
504	0.5837582618
505	0.5837167937
506	0.5834975836
507	0.5834612804
508	0.5832484271
509	0.5832138124
510	0.5831864483
511	0.5830106433
512	0.5829862093
513	0.582951098
514	0.5829192147
515	0.5828905098
516	0.5828502832
517	0.5827953565
518	0.58277425
519	0.5827281632
520	0.582688036
521	0.5826601753
522	0.5826281927
523	0.5826019213
524	0.5825487328
525	0.5824851152
526	0.5823923457
527	0.5823475998
528	0.5823094094
529	0.5822551283
530	0.5822225994
531	0.5821835151
532	0.5820276743
533	0.5819816372
534	0.5819446387
535	0.5819174237
536	0.5817403273
537	0.5816944392
538	0.5816418964
539	0.5816056428
540	0.5815065662
541	0.5814761231
542	0.5814492557
543	0.5812902862
544	0.5812632201
545	0.5812241358
546	0.5811867896
547	0.5811621571
548	0.5811335018
549	0.5809633582
550	0.5808049847
551	0.5807673902
552	0.5807324775
553	0.5806866391
554	0.5806680653
555	0.5806036034
556	0.5805617876
557	0.5805241932
558	0.5804907703
559	0.5803681537
560	0.5803329927
561	0.5803117868
562	0.5802736461
563	0.5802531852
564	0.5800534924
565	0.5800181824
566	0.5799870441
567	0.5799281444
568	0.5799027669
569	0.579755915
570	0.5797291966
571	0.5796873808
572	0.5796494884
573	0.5796247068
574	0.5795883539
575	0.5795404296
576	0.5793331882
577	0.579295842
578	0.5792688753
579	0.579127387
580	0.5790255789
581	0.5790056146
582	0.578981578
583	0.5789543133
584	0.57890331
585	0.5787723998
586	0.5787434962
587	0.5787158839
588	0.578691003
589	0.5785779216
590	0.5784720909
591	0.5784440813
592	0.5782528808
593	0.5782155347
594	0.5780234899
595	0.5780057604
596	0.5777611232
597	0.5777255152
598	0.577668602
599	0.5776469989
600	0.5776158605
601	0.577594009
602	0.5775411682
603	0.5775105761
604	0.5774912078
605	0.5774582816
606	0.5772905714
607	0.57725988
608	0.5772390218
609	0.5772018743
610	0.5771667133
611	0.5771374621
612	0.5771139718
613	0.5770847702
614	0.5770575552
615	0.577025225
616	0.5769442255
617	0.5769091638
618	0.5768761879
619	0.5767118052
620	0.5766895564
621	0.5766504224
622	0.5766348284
623	0.5765197605
624	0.5764929428
625	0.5764754119
626	0.5763045731
627	0.5762812317
628	0.5762480572
629	0.5762199483
630	0.5760945009
631	0.5760678322
632	0.5758644644
633	0.57578272
634	0.575594698
635	0.5755755282
636	0.575550399
637	0.5753913799
638	0.5753109267
639	0.5752390155
640	0.5752198954
641	0.5751949152
642	0.5751682961
643	0.5751334331
644	0.5750966829
645	0.5750636573
646	0.5749544993
647	0.5747989068
648	0.5747677684
649	0.5747223769
650	0.5745854576
651	0.5745620665
652	0.5745429465
653	0.5745113115
654	0.5744817127
655	0.5744575271
656	0.5744176978
657	0.5743933632
658	0.5742313146
659	0.5742019641
660	0.5741708257
661	0.5741421705
662	0.5741144092
663	0.5740906705
664	0.5739173982
665	0.5738917724
666	0.5738659976
667	0.5738476721
668	0.5738207551
669	0.5737976124
670	0.5737765555
671	0.5737517243
672	0.5737221751
673	0.5737050912
674	0.5736796144
675	0.5736567697
676	0.5734975518
677	0.5732521697
678	0.5730763149
679	0.5730489509
680	0.5730262551
681	0.57300053
682	0.5729737123
683	0.5729417297
684	0.5727002708
685	0.5725392651
686	0.5724945689
687	0.572328895
688	0.5723047094
689	0.5722758555
690	0.572250329
691	0.5722061294
692	0.571959307
693	0.5719403359
694	0.5719087506
695	0.5718784565
696	0.5718505462
697	0.5717159113
698	0.5716858158
699	0.5716687816
700	0.5716483207
701	0.5716193675
702	0.5715843555
703	0.5715660797
704	0.5715359346
705	0.5714112818
706	0.5713798455
707	0.5713669829
708	0.5713420027
709	0.5712477433
710	0.5712254946
711	0.5711998687
712	0.5710331022
713	0.570964717
714	0.5709385449
715	0.5709164948
716	0.5707473444
717	0.5707176463
718	0.5705962216
719	0.5704432116
720	0.5702803187
721	0.5702561331
722	0.5702346789
723	0.5702070169
724	0.5701877479
725	0.5701632147
726	0.5701395257
727	0.5701106718
728	0.5700915517
729	0.5698685177
730	0.5698387202
731	0.5697352236
732	0.5697090019
733	0.5696892362
734	0.5696713577
735	0.5695891167
736	0.5695681591
737	0.5695506283
738	0.5695339914
739	0.5695156659
740	0.5694607889
741	0.5694447479
742	0.5694208603
743	0.5694071038
744	0.5693833155
745	0.5691932076
746	0.5690164093
747	0.5689970409
748	0.5689812483
749	0.5689566653
750	0.5689335226
751	0.5688511326
752	0.5688290825
753	0.5688055425
754	0.5687816052
755	0.5687664085
756	0.5686700137
757	0.5686571014
758	0.5685307105
759	0.5684990258
760	0.5684477742
761	0.56843367
762	0.5684207578
763	0.5683957279
764	0.5683651855
765	0.5683425394
766	0.5682141123
767	0.5681963332
768	0.5680459056
769	0.5680188892
770	0.5680027986
771	0.5679721072
772	0.567773358
773	0.567753791
774	0.567726427
775	0.567624917
776	0.5676117564
777	0.5675779363
778	0.5675610014
779	0.5673860902
780	0.5673559948
781	0.567330071
782	0.5673010681
783	0.5672819977
784	0.5672617851
785	0.567239586
786	0.5672267731
787	0.567074806
788	0.5670545437
789	0.5670318479
790	0.5670134232
791	0.5668927931
792	0.5667709711
793	0.5667548804
794	0.5666505893
795	0.5666328101
796	0.5666071346
797	0.566586624
798	0.5665680006
799	0.5665450069
800	0.5663843985
801	0.5663659737
802	0.5663440726
803	0.5662544319
804	0.5662298986
805	0.5660872681
806	0.5659661413
807	0.565946922
808	0.5659270073
809	0.5659062484
810	0.5658580758
811	0.5658148695
812	0.5657929187
813	0.5657703719
814	0.5655870678
815	0.5655548369
816	0.5655279198
817	0.5654993143
818	0.5654780587
819	0.5653658216
820	0.5653443674
821	0.5653208771
822	0.565195678
823	0.5651805806
824	0.5651038521
825	0.5650803618
826	0.565065761
827	0.5650439592
828	0.5650218098
829	0.5649996106
830	0.5649282457
831	0.5649059473
832	0.5648480905
833	0.5648284738
834	0.5648095524
835	0.5647880486
836	0.5647635153
837	0.5647446933
838	0.5646346909
839	0.5646133857
840	0.5645079027
841	0.5644643487
842	0.5644510392
843	0.564433409
844	0.564409422
845	0.5642972842
846	0.5642749361
847	0.5642456353
848	0.5641650331
849	0.5641449198
850	0.5640125197
851	0.5639876388
852	0.5639677738
853	0.5638228091
854	0.5638060729
855	0.5637847677
856	0.5637307846
857	0.5637058044
858	0.5636813705
859	0.5636611578
860	0.5636399023
861	0.5636137799
862	0.5635929713
863	0.5635706232
864	0.5635517515
865	0.563529304
866	0.5635133127
867	0.5634853528
868	0.5634661334
869	0.5634409545
870	0.5634247149
871	0.563404403
872	0.5632830279
873	0.5632653977
874	0.5630868116
875	0.5630728067
876	0.5630552759
877	0.5630403275
878	0.5630164895
879	0.5629926515
880	0.5629712967
881	0.5629537162
882	0.5629378242
883	0.5629235214
884	0.5628321922
885	0.5627938031
886	0.5627737394
887	0.5627465244
888	0.5627222891
889	0.5626952728
890	0.5626767983
891	0.5625485699
892	0.5624368294
893	0.5624094653
894	0.5623066144
895	0.5622916163
896	0.5622651463
897	0.5622502972
898	0.562212951
899	0.5621929867
900	0.5621784356
901	0.5620438504
902	0.5619678171
903	0.5619472569
904	0.5619195452
905	0.5618836889
906	0.561871174
907	0.5618419725
908	0.5618231504
909	0.5617799937
910	0.56176142
911	0.561745975
912	0.5617314735
913	0.5617099697
914	0.5616915449
915	0.5616713323
916	0.5616563342
917	0.5615941072
918	0.5615666438
919	0.5615506525
920	0.5615026289
921	0.5614828136
922	0.5614715899
923	0.561454357
924	0.5614323566
925	0.5614232683
926	0.5614017645
927	0.5613795157
928	0.5613585085
929	0.561242646
930	0.5612300317
931	0.5612119546
932	0.5611935795
933	0.5611689469
934	0.5611528563
935	0.5611377589
936	0.5610426056
937	0.5610187676
938	0.5609992006
939	0.5609342421
940	0.5609147745
941	0.5608915821
942	0.5608821959
943	0.5608636221
944	0.5608452967
945	0.5608195219
946	0.5607814804
947	0.5607619134
948	0.5607418995
949	0.5607138402
950	0.5606946208
951	0.560668548
952	0.5606472925
953	0.5606274275
954	0.5606086054
955	0.5604936368
956	0.5604769503
957	0.5604637897
958	0.5603569161
959	0.5602987614
960	0.5602771085
961	0.5602609683
962	0.5602462185
963	0.5602288366
964	0.5602098656
965	0.5601907455
966	0.5601755985
967	0.5601519592
968	0.5601279225
969	0.5601172948
970	0.5599676618
971	0.5599450654
972	0.5599322525
973	0.5597691113
974	0.5596576688
975	0.5596402372
976	0.5596175912
977	0.5596006066
978	0.5595812382
979	0.559564502
980	0.5594155643
981	0.5593802046
982	0.5593624255
983	0.5593288536
984	0.5593102799
985	0.5592008238
986	0.5591812568
987	0.5591641233
988	0.5591504661
989	0.5591275221
990	0.5590698639
991	0.5590238765
992	0.5590132984
993	0.558987176
994	0.5588347122
995	0.5588187209
996	0.5587999485
997	0.5587777991
998	0.5587575864
999	0.558731613
